age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
33,1.0,215288,7,7,2,9.0,3,2,1,0,0,40,1.0
18,1.0,200603,9,9,2,4.0,6,1,0,0,0,30,1.0
72,2.0,103368,10,10,1,11.0,1,1,1,0,0,21,1.0
53,2.0,297796,6,6,1,11.0,1,1,1,0,0,40,1.0
21,1.0,129137,9,9,2,6.0,6,1,0,1055,0,35,1.0
31,6.0,236415,10,10,1,4.0,5,1,0,0,0,20,1.0
50,3.0,117496,13,13,1,1.0,5,1,0,0,0,24,1.0
35,1.0,143058,9,9,1,7.0,1,1,1,0,0,60,1.0
47,1.0,34248,9,9,1,4.0,1,1,1,0,0,38,1.0
47,1.0,114770,9,9,3,6.0,3,1,0,0,0,32,1.0
25,1.0,165866,11,11,2,11.0,2,1,1,0,0,20,1.0
42,2.0,351161,13,13,1,1.0,1,1,1,0,1887,40,1.0
28,1.0,38918,10,10,1,2.0,1,1,1,0,0,50,5.0
32,3.0,32587,9,9,3,6.0,2,4,1,0,0,40,1.0
56,7.0,61885,13,13,2,8.0,2,2,1,0,2001,65,1.0
58,1.0,129786,9,9,1,7.0,1,1,1,0,0,40,1.0
46,1.0,101430,7,7,3,9.0,4,2,0,0,0,40,1.0
37,1.0,175759,13,13,1,12.0,1,1,1,0,0,40,1.0
39,1.0,205338,13,13,1,5.0,1,1,1,0,0,60,1.0
57,1.0,266189,9,9,3,4.0,4,1,0,0,0,42,1.0
60,3.0,227232,9,9,5,3.0,4,1,0,0,0,40,1.0
51,1.0,63424,14,14,1,1.0,5,1,0,0,0,40,1.0
23,1.0,148709,9,9,1,4.0,6,1,0,0,0,35,1.0
19,1.0,105460,5,5,2,2.0,3,1,1,0,0,20,1.0
31,1.0,114691,9,9,1,7.0,1,1,1,0,0,40,1.0
43,3.0,212847,9,9,3,8.0,2,1,1,0,0,40,1.0
24,1.0,275093,9,9,2,9.0,2,1,0,0,0,36,1.0
69,1.0,229418,9,9,1,8.0,1,1,1,0,0,40,1.0
37,6.0,199265,10,10,1,3.0,1,1,1,0,0,50,1.0
32,1.0,174789,9,9,2,7.0,4,1,1,0,0,40,1.0
22,1.0,222993,9,9,2,9.0,3,1,1,0,0,40,1.0
41,2.0,196001,9,9,1,6.0,5,1,0,0,0,20,1.0
17,5.0,48751,7,7,2,10.0,3,2,0,0,0,40,1.0
41,1.0,197919,9,9,1,4.0,5,1,0,0,0,60,1.0
45,1.0,329603,16,16,1,1.0,1,1,1,0,0,40,19.0
33,1.0,403552,9,9,2,6.0,2,2,1,0,0,32,1.0
19,1.0,167149,10,10,2,5.0,3,1,0,0,0,25,1.0
32,1.0,351770,10,10,3,11.0,4,1,0,0,0,40,1.0
42,1.0,192569,15,15,3,1.0,2,1,0,0,0,39,1.0
28,4.0,73211,10,10,1,4.0,1,3,1,0,0,20,1.0
17,1.0,225507,7,7,2,9.0,2,2,0,0,0,15,1.0
71,1.0,155093,11,11,5,4.0,2,1,0,0,0,20,1.0
51,4.0,136060,9,9,5,4.0,4,1,0,0,0,40,1.0
20,5.0,327462,6,6,3,10.0,2,1,0,0,0,40,1.0
37,3.0,244341,10,10,2,4.0,4,2,0,0,0,40,1.0
35,1.0,357619,11,11,1,4.0,5,1,0,0,0,40,5.0
52,1.0,389270,10,10,1,4.0,5,1,0,0,0,35,1.0
18,1.0,163460,10,10,2,5.0,3,2,1,0,0,20,1.0
26,4.0,326033,13,13,2,4.0,2,1,0,0,0,80,1.0
20,1.0,163205,10,10,4,6.0,3,1,0,0,0,30,1.0
23,1.0,183772,12,12,2,4.0,6,1,0,0,0,70,1.0
28,2.0,212318,9,9,2,2.0,2,1,1,0,0,55,1.0
35,1.0,160120,14,14,1,3.0,1,3,1,0,0,50,1.0
37,4.0,166744,9,9,6,6.0,4,1,0,0,0,20,1.0
19,1.0,248339,9,9,2,2.0,3,1,1,0,0,35,1.0
47,2.0,104489,13,13,1,5.0,1,1,1,0,0,40,1.0
22,1.0,198956,9,9,2,9.0,4,5,1,0,0,35,1.0
57,1.0,183810,10,10,1,1.0,1,1,1,0,0,40,1.0
41,1.0,122857,9,9,2,14.0,2,3,0,0,0,40,
64,4.0,152537,13,13,1,3.0,1,1,1,0,0,45,1.0
17,5.0,34019,6,6,2,10.0,3,1,1,0,0,20,1.0
43,2.0,185413,13,13,1,3.0,1,1,1,0,1977,50,1.0
44,1.0,210525,13,13,1,1.0,1,1,1,0,0,40,1.0
35,1.0,317153,9,9,2,5.0,2,1,0,0,0,40,1.0
35,1.0,240389,10,10,1,5.0,1,1,1,0,0,43,1.0
53,2.0,46704,14,14,1,1.0,1,1,1,0,0,50,1.0
36,1.0,135162,9,9,2,5.0,3,1,1,0,0,45,3.0
41,1.0,206565,10,10,2,2.0,2,2,1,0,0,45,1.0
35,1.0,341643,13,13,2,6.0,6,1,1,0,0,50,1.0
28,3.0,220754,9,9,4,8.0,3,1,0,0,0,25,1.0
54,3.0,182543,10,10,5,4.0,4,1,0,0,0,40,2.0
26,1.0,199224,10,10,2,9.0,2,1,1,0,0,30,1.0
48,1.0,300168,8,8,4,4.0,3,2,0,0,0,40,1.0
21,1.0,82497,10,10,2,6.0,2,1,0,0,0,30,1.0
34,7.0,198265,13,13,1,13.0,1,1,1,0,0,60,1.0
45,1.0,159080,9,9,1,4.0,3,1,0,0,0,15,1.0
27,1.0,244751,9,9,2,4.0,3,5,1,0,0,40,1.0
49,1.0,203067,10,10,1,1.0,1,1,1,0,0,40,1.0
36,1.0,334365,7,7,1,8.0,1,1,1,0,0,60,1.0
22,1.0,146540,7,7,2,2.0,2,1,1,0,0,50,1.0
29,2.0,229842,9,9,2,8.0,4,2,1,0,0,45,1.0
19,1.0,193859,10,10,2,4.0,2,1,1,2176,0,35,5.0
47,1.0,161187,8,8,3,4.0,4,1,0,0,0,40,1.0
19,1.0,84250,10,10,2,5.0,3,1,0,0,0,22,1.0
46,1.0,186410,15,15,2,3.0,2,1,1,0,0,50,1.0
23,1.0,131699,10,10,2,5.0,3,2,0,0,0,14,1.0
62,2.0,177493,10,10,1,8.0,1,1,1,0,0,32,1.0
38,1.0,200445,10,10,1,7.0,1,1,1,0,0,48,1.0
45,1.0,261192,9,9,1,6.0,1,2,1,0,0,40,1.0
29,4.0,188986,11,11,2,12.0,2,1,0,0,1590,64,1.0
46,2.0,525848,7,7,1,8.0,1,2,1,0,0,48,1.0
60,1.0,137344,10,10,1,5.0,1,1,1,0,0,40,1.0
41,1.0,187336,9,9,4,4.0,4,1,0,0,0,40,1.0
54,3.0,188446,9,9,1,6.0,1,1,1,0,0,40,1.0
67,4.0,261203,4,4,1,8.0,1,1,1,0,0,35,1.0
42,7.0,172307,9,9,1,4.0,1,1,1,0,0,48,1.0
19,1.0,112780,10,10,2,5.0,3,1,0,0,0,20,1.0
54,1.0,203635,9,9,1,4.0,1,1,1,7298,0,60,1.0
25,1.0,113099,9,9,4,2.0,2,2,1,0,0,40,1.0
29,1.0,187073,13,13,2,2.0,2,1,1,0,0,40,1.0
38,1.0,284166,15,15,2,1.0,2,1,1,0,0,50,1.0
45,1.0,123681,9,9,1,9.0,1,1,1,0,0,40,1.0
54,2.0,117674,10,10,3,2.0,2,1,1,0,0,40,3.0
28,5.0,192569,9,9,2,10.0,3,2,1,0,0,40,1.0
73,1.0,105886,13,13,1,1.0,1,1,1,1173,0,75,1.0
38,1.0,96330,11,11,3,4.0,4,2,0,0,0,40,1.0
60,6.0,160079,14,14,5,4.0,2,1,0,0,0,25,1.0
57,3.0,199546,14,14,3,6.0,4,2,0,0,0,40,1.0
34,1.0,112212,9,9,1,4.0,1,1,1,0,1485,40,1.0
32,1.0,208291,9,9,1,5.0,1,1,1,0,0,50,1.0
24,1.0,206861,13,13,2,4.0,3,1,1,0,0,40,1.0
52,7.0,192065,10,10,4,3.0,2,1,0,0,0,40,1.0
48,2.0,52240,11,11,1,3.0,5,1,0,0,0,25,1.0
35,1.0,195744,9,9,1,6.0,1,1,1,0,0,40,1.0
78,5.0,33186,4,4,1,10.0,1,1,1,0,0,60,1.0
54,4.0,198741,10,10,1,13.0,1,1,1,0,0,40,1.0
21,1.0,117583,9,9,2,2.0,3,1,1,0,0,40,1.0
39,1.0,176634,12,12,2,12.0,2,1,0,0,0,40,1.0
47,6.0,205100,9,9,1,1.0,1,1,1,0,0,38,5.0
24,2.0,204209,10,10,2,11.0,3,1,1,0,0,60,1.0
28,1.0,45613,10,10,2,14.0,2,1,0,0,0,40,1.0
63,2.0,104626,15,15,1,1.0,1,1,1,3103,0,32,1.0
26,3.0,117833,13,13,2,1.0,2,1,0,4865,0,35,1.0
48,5.0,193047,9,9,1,10.0,1,1,1,0,0,40,1.0
82,2.0,240491,9,9,1,2.0,1,1,1,0,0,40,10.0
35,1.0,174856,9,9,1,8.0,1,1,1,2885,0,40,1.0
33,1.0,285131,9,9,1,2.0,1,1,1,0,0,40,1.0
33,1.0,256362,10,10,2,6.0,2,1,1,0,0,35,1.0
53,1.0,71772,16,16,3,1.0,2,1,1,0,0,50,1.0
20,1.0,374116,7,7,2,5.0,3,1,0,0,0,40,1.0
41,1.0,116391,10,10,1,2.0,1,1,1,0,0,40,1.0
45,3.0,364563,9,9,1,8.0,1,1,1,0,0,40,1.0
43,1.0,72338,14,14,1,12.0,1,3,1,0,0,40,1.0
47,1.0,145041,9,9,1,7.0,1,1,1,0,0,40,10.0
50,1.0,194231,14,14,3,5.0,2,1,0,0,0,40,1.0
37,1.0,295949,9,9,1,2.0,1,1,1,0,1628,40,1.0
18,1.0,89419,9,9,2,12.0,3,1,0,0,0,10,1.0
64,1.0,77884,11,11,1,5.0,1,3,1,0,0,40,4.0
24,3.0,117109,13,13,2,4.0,3,2,0,0,0,27,1.0
19,1.0,284652,10,10,2,4.0,3,1,0,0,0,15,1.0
31,1.0,159979,10,10,2,5.0,2,3,0,0,0,50,1.0
30,1.0,288566,13,13,2,6.0,2,1,1,0,0,40,1.0
19,4.0,139091,10,10,2,6.0,3,2,1,0,0,35,1.0
37,1.0,78928,5,5,1,6.0,1,1,1,3137,0,40,1.0
23,1.0,309178,9,9,1,7.0,1,1,1,0,0,40,1.0
40,1.0,96129,11,11,1,12.0,1,1,1,0,0,40,1.0
31,1.0,221167,15,15,3,12.0,2,1,0,0,0,35,1.0
54,3.0,277777,13,13,1,1.0,5,1,0,3103,0,40,1.0
45,1.0,99385,9,9,3,4.0,2,1,0,0,0,40,7.0
20,1.0,42279,10,10,2,6.0,3,1,0,0,0,30,1.0
57,1.0,106910,9,9,3,4.0,4,3,0,0,0,40,1.0
40,1.0,200766,9,9,2,7.0,2,2,1,14344,0,40,1.0
34,1.0,554206,9,9,4,8.0,2,2,1,0,0,20,1.0
51,1.0,118793,13,13,1,1.0,1,1,1,0,0,70,1.0
32,1.0,349028,9,9,1,2.0,1,1,1,0,0,40,1.0
26,1.0,125089,10,10,2,3.0,2,1,1,0,0,40,1.0
62,2.0,136684,9,9,5,4.0,6,1,0,0,0,30,1.0
49,2.0,211762,9,9,1,2.0,1,1,1,0,0,40,1.0
51,1.0,102904,9,9,3,5.0,4,1,0,0,0,43,1.0
25,1.0,266600,9,9,1,4.0,1,2,1,3137,0,40,1.0
48,1.0,54744,9,9,1,2.0,1,1,1,0,0,40,1.0
64,8.0,209291,9,9,1,9.0,1,1,1,0,0,60,1.0
67,2.0,195066,9,9,1,11.0,1,1,1,0,0,50,1.0
25,1.0,178478,13,13,2,4.0,3,1,0,0,0,40,1.0
20,7.0,163205,11,11,2,4.0,3,1,0,0,0,36,1.0
33,1.0,123291,9,9,1,7.0,1,1,1,0,0,84,1.0
44,1.0,60722,9,9,3,5.0,2,3,0,0,0,40,1.0
29,1.0,195557,12,12,3,9.0,2,1,0,0,0,40,1.0
18,1.0,436163,7,7,2,1.0,3,1,1,0,0,20,1.0
38,2.0,403391,13,13,1,3.0,1,1,1,0,0,60,1.0
37,1.0,193952,9,9,3,6.0,2,2,0,0,0,40,3.0
22,1.0,88824,10,10,2,4.0,2,1,1,0,0,40,1.0
52,1.0,200853,14,14,3,1.0,2,1,0,6849,0,60,1.0
43,1.0,303051,11,11,1,3.0,1,1,1,15024,0,40,1.0
50,1.0,23686,10,10,1,4.0,6,1,0,0,0,35,1.0
25,1.0,241025,13,13,2,6.0,3,1,1,0,0,18,1.0
24,3.0,84257,13,13,2,1.0,2,1,1,0,0,50,1.0
35,1.0,105138,13,13,1,12.0,1,1,1,0,0,40,1.0
36,1.0,239755,11,11,2,7.0,2,1,1,0,0,40,1.0
31,1.0,243442,9,9,1,4.0,1,1,1,0,0,50,1.0
23,1.0,166371,10,10,2,12.0,3,1,1,0,0,60,1.0
32,1.0,185027,12,12,1,2.0,1,1,1,0,1887,40,31.0
25,3.0,136357,9,9,1,2.0,1,1,1,0,0,40,1.0
43,6.0,155293,13,13,1,5.0,1,1,1,0,0,60,1.0
40,1.0,105936,9,9,1,5.0,5,1,0,5013,0,20,1.0
32,1.0,154950,13,13,1,5.0,1,1,1,0,1977,44,1.0
58,1.0,242670,9,9,2,4.0,4,1,0,0,0,40,1.0
58,2.0,164065,14,14,3,5.0,2,1,1,0,0,18,1.0
44,6.0,223881,9,9,1,5.0,1,1,1,0,0,50,
38,3.0,116580,13,13,1,1.0,5,1,0,0,0,20,1.0
28,1.0,369114,9,9,4,5.0,6,1,0,0,0,40,1.0
36,1.0,290861,7,7,6,2.0,2,2,1,0,0,40,1.0
24,1.0,165107,13,13,2,3.0,3,1,0,0,0,40,1.0
38,1.0,54816,11,11,1,2.0,1,1,1,0,0,40,1.0
55,2.0,157639,5,5,1,5.0,1,1,1,0,0,58,1.0
17,1.0,177629,7,7,2,5.0,3,1,0,0,0,20,1.0
35,1.0,47707,9,9,2,6.0,2,2,0,0,0,40,1.0
56,1.0,91905,9,9,1,5.0,5,1,0,0,0,4,1.0
40,6.0,76625,9,9,1,9.0,1,1,1,0,0,40,1.0
35,2.0,308874,9,9,2,2.0,2,2,1,0,0,40,1.0
53,1.0,177916,13,13,1,4.0,1,1,1,7298,0,40,1.0
34,1.0,137900,9,9,2,5.0,2,1,0,0,0,35,1.0
37,4.0,136137,10,10,4,4.0,2,1,1,0,0,40,1.0
39,1.0,215981,10,10,1,5.0,1,1,1,0,0,40,1.0
33,1.0,557805,11,11,2,5.0,6,1,0,0,0,40,8.0
28,5.0,223745,10,10,2,10.0,4,1,0,0,0,40,1.0
30,1.0,94235,7,7,2,4.0,3,1,1,0,0,40,1.0
38,1.0,122952,9,9,4,2.0,4,1,0,0,0,35,1.0
27,3.0,322208,10,10,2,8.0,3,1,1,0,0,40,1.0
53,1.0,34973,7,7,1,5.0,1,1,1,0,0,40,1.0
35,1.0,272476,12,12,1,6.0,5,1,0,0,0,35,1.0
46,1.0,269045,7,7,5,7.0,2,2,1,0,0,40,1.0
35,1.0,538583,7,7,4,8.0,2,2,1,3674,0,40,1.0
54,1.0,145098,10,10,1,5.0,1,1,1,0,0,40,1.0
18,1.0,130849,7,7,2,6.0,3,1,0,0,0,8,1.0
35,1.0,412379,9,9,2,6.0,2,1,0,0,0,40,1.0
20,1.0,250165,9,9,1,5.0,1,1,1,0,0,40,1.0
19,1.0,237433,9,9,2,1.0,2,1,0,4416,0,40,1.0
48,1.0,99385,9,9,4,4.0,2,1,0,0,0,40,1.0
41,5.0,230020,3,3,1,10.0,1,5,1,0,0,40,1.0
24,1.0,126568,13,13,1,6.0,1,1,1,0,0,33,1.0
38,1.0,194809,10,10,3,1.0,3,1,0,0,0,40,1.0
22,1.0,110677,10,10,4,6.0,3,1,0,0,0,40,1.0
48,3.0,123075,14,14,1,1.0,1,1,1,0,0,35,1.0
55,1.0,199856,9,9,1,5.0,5,1,0,0,0,50,1.0
28,6.0,32922,11,11,2,5.0,2,1,1,0,0,60,1.0
22,5.0,291547,3,3,1,10.0,5,5,0,0,0,40,2.0
32,1.0,272944,10,10,2,2.0,2,1,0,0,0,40,1.0
48,5.0,199763,10,10,1,10.0,5,1,0,0,0,20,1.0
32,6.0,103078,13,13,1,5.0,1,1,1,0,0,40,1.0
35,1.0,106967,14,14,2,5.0,2,1,0,0,0,40,1.0
64,,220258,9,9,3,,2,1,0,0,0,24,1.0
47,3.0,154940,14,14,2,1.0,2,1,0,0,0,45,1.0
17,,130969,5,5,2,,3,2,1,0,0,20,1.0
24,1.0,188505,13,13,7,1.0,5,1,0,0,0,40,1.0
28,1.0,201175,7,7,2,7.0,2,2,1,0,0,40,1.0
58,1.0,417419,4,4,3,7.0,3,1,1,0,0,40,1.0
56,1.0,116143,13,13,1,4.0,1,1,1,5178,0,44,1.0
26,1.0,238367,9,9,2,2.0,2,1,1,0,0,40,1.0
29,,103628,13,13,6,,2,1,0,0,0,4,9.0
53,7.0,411700,9,9,1,4.0,1,1,1,7298,0,40,1.0
33,1.0,232475,10,10,2,5.0,3,1,1,0,0,45,1.0
22,1.0,83315,9,9,2,4.0,4,1,1,0,0,40,1.0
17,1.0,209650,6,6,2,6.0,3,1,1,0,0,15,1.0
59,5.0,367984,13,13,1,10.0,1,1,1,0,0,40,1.0
20,1.0,180497,9,9,2,6.0,2,2,0,0,0,40,1.0
68,5.0,117542,9,9,1,10.0,1,1,1,1409,0,15,1.0
24,1.0,266926,10,10,1,9.0,1,1,1,0,0,40,1.0
37,1.0,82576,15,15,3,1.0,2,1,1,14084,0,36,1.0
19,1.0,203319,7,7,2,5.0,3,1,1,0,0,30,1.0
38,1.0,32528,10,10,1,3.0,1,1,1,0,0,40,1.0
31,1.0,124827,11,11,1,5.0,1,1,1,0,0,40,1.0
37,1.0,162494,13,13,2,4.0,2,1,0,0,0,40,1.0
39,1.0,22463,13,13,1,8.0,1,1,1,0,0,40,1.0
62,2.0,369734,9,9,1,4.0,5,1,0,0,0,40,1.0
45,1.0,98765,9,9,2,7.0,4,1,0,0,0,40,7.0
67,4.0,168224,13,13,1,3.0,1,1,1,0,0,40,1.0
29,1.0,391867,11,11,1,2.0,1,1,1,0,0,40,1.0
23,1.0,60668,10,10,2,5.0,3,1,1,0,0,55,1.0
35,1.0,211154,9,9,1,5.0,1,1,1,0,0,45,1.0
37,3.0,197915,4,4,1,7.0,1,1,1,0,0,40,1.0
32,1.0,182975,10,10,2,12.0,2,1,0,0,0,20,1.0
54,4.0,93415,13,13,2,1.0,4,3,0,0,0,40,1.0
41,1.0,242089,14,14,1,3.0,1,1,1,0,0,45,1.0
37,1.0,338033,14,14,2,1.0,2,1,0,0,0,40,1.0
44,1.0,105475,9,9,1,2.0,1,5,1,0,0,40,6.0
29,3.0,219906,13,13,1,1.0,5,1,0,0,0,25,1.0
43,1.0,153160,10,10,1,4.0,5,1,0,0,0,40,1.0
28,1.0,150296,12,12,2,6.0,2,1,0,0,0,80,1.0
50,1.0,174964,4,4,1,8.0,1,1,1,0,0,40,1.0
51,6.0,166459,11,11,1,3.0,1,1,1,0,0,40,1.0
46,1.0,96080,5,5,4,2.0,4,1,0,0,0,40,1.0
33,1.0,121195,9,9,2,7.0,2,5,1,0,0,50,1.0
43,1.0,184846,9,9,5,7.0,4,1,0,0,0,60,1.0
68,1.0,107627,10,10,1,1.0,1,1,1,0,0,15,1.0
26,1.0,198163,14,14,1,5.0,5,1,0,0,0,40,1.0
59,5.0,556688,5,5,3,10.0,2,1,0,0,0,12,1.0
22,1.0,227594,13,13,2,5.0,2,1,0,0,0,40,1.0
36,1.0,116608,9,9,3,7.0,4,1,0,0,0,38,1.0
21,7.0,169003,8,8,2,4.0,3,2,1,0,0,25,1.0
21,,221418,10,10,2,,3,1,0,0,0,40,1.0
32,1.0,212064,13,13,1,3.0,5,1,0,0,0,40,1.0
66,5.0,160995,6,6,3,10.0,2,1,0,1086,0,20,1.0
36,1.0,232142,10,10,1,9.0,1,1,1,0,0,80,1.0
19,1.0,194260,10,10,2,5.0,3,1,0,0,0,20,1.0
40,1.0,335400,10,10,1,5.0,1,1,1,0,0,40,16.0
47,6.0,215620,14,14,1,3.0,1,1,1,15024,0,55,1.0
28,1.0,250967,9,9,1,2.0,1,1,1,2105,0,40,1.0
61,1.0,132529,6,6,1,2.0,1,1,1,0,0,40,1.0
35,6.0,111319,12,12,1,5.0,1,1,1,0,1887,45,1.0
38,7.0,190174,9,9,3,1.0,4,1,0,0,0,40,1.0
36,2.0,36270,9,9,3,8.0,2,1,1,0,0,60,1.0
33,4.0,237903,10,10,3,1.0,2,1,0,0,0,40,1.0
59,1.0,146391,16,16,1,1.0,1,1,1,0,0,50,1.0
33,1.0,202046,13,13,2,9.0,2,1,1,0,2001,40,1.0
38,1.0,85074,12,12,3,4.0,4,1,0,0,0,40,1.0
57,1.0,141570,14,14,1,3.0,1,2,1,0,1977,40,1.0
34,1.0,73161,9,9,1,5.0,1,1,1,0,0,40,1.0
18,1.0,115215,9,9,2,6.0,3,1,1,0,0,25,1.0
23,1.0,347292,9,9,2,9.0,2,1,1,0,0,40,1.0
41,1.0,230931,9,9,2,6.0,4,1,0,0,0,40,6.0
59,2.0,201263,13,13,1,5.0,1,1,1,15024,0,55,1.0
38,1.0,680390,9,9,3,4.0,4,1,0,0,0,20,1.0
31,1.0,274818,10,10,2,4.0,2,1,0,0,0,40,1.0
46,1.0,188861,10,10,1,8.0,1,1,1,0,0,40,1.0
51,2.0,240358,10,10,1,2.0,1,1,1,0,0,20,1.0
26,1.0,165673,9,9,1,5.0,1,1,1,0,0,40,1.0
51,2.0,94432,9,9,1,11.0,1,1,1,0,0,55,1.0
32,6.0,78530,10,10,1,3.0,1,1,1,15024,0,50,1.0
23,5.0,145964,10,10,2,10.0,2,1,1,0,0,40,1.0
34,1.0,83800,10,10,1,6.0,5,1,0,0,0,30,1.0
34,1.0,287315,10,10,1,3.0,1,1,1,0,0,55,1.0
41,7.0,160467,14,14,3,1.0,4,1,0,1506,0,40,1.0
28,1.0,163265,5,5,2,7.0,2,1,1,0,0,30,1.0
18,1.0,40829,7,7,2,5.0,6,4,0,0,0,25,1.0
57,1.0,151874,9,9,1,6.0,5,2,0,0,0,50,1.0
66,3.0,30740,10,10,5,4.0,2,1,0,0,0,20,1.0
28,1.0,175262,10,10,1,9.0,1,2,1,0,0,40,2.0
34,1.0,111746,9,9,4,2.0,2,1,1,0,0,45,23.0
35,1.0,170195,10,10,1,12.0,1,1,1,0,0,40,1.0
40,1.0,151294,9,9,3,9.0,2,1,0,0,0,48,1.0
25,1.0,111243,9,9,2,5.0,6,1,0,0,0,50,1.0
55,1.0,151474,13,13,2,12.0,6,1,0,0,1590,38,1.0
39,1.0,365739,9,9,1,2.0,1,1,1,0,0,40,1.0
59,1.0,167963,9,9,2,4.0,4,1,1,0,0,40,1.0
30,1.0,246439,12,12,1,1.0,1,1,1,0,0,60,1.0
30,1.0,80933,10,10,1,5.0,1,1,1,0,0,40,1.0
44,1.0,408717,9,9,3,5.0,2,1,1,3674,0,50,1.0
52,1.0,206359,11,11,1,5.0,1,1,1,0,0,40,1.0
25,1.0,116358,9,9,2,4.0,3,3,1,0,0,40,4.0
30,1.0,124569,14,14,2,1.0,2,1,0,0,0,16,1.0
40,1.0,171424,9,9,3,8.0,2,1,1,0,0,40,1.0
46,1.0,216999,13,13,2,3.0,2,1,1,0,0,55,1.0
50,1.0,485710,16,16,3,1.0,2,1,0,0,0,50,1.0
56,1.0,106723,9,9,3,4.0,2,1,0,0,0,40,1.0
31,1.0,246439,12,12,2,12.0,3,1,1,0,0,45,1.0
24,1.0,278391,12,12,2,5.0,3,1,1,0,0,30,1.0
19,1.0,228577,9,9,2,2.0,3,1,1,0,0,36,1.0
55,4.0,26290,11,11,5,3.0,2,4,0,0,0,38,1.0
24,1.0,176389,13,13,2,2.0,3,1,1,0,0,40,1.0
49,1.0,195554,9,9,1,8.0,1,1,1,0,0,44,1.0
22,1.0,186383,9,9,1,14.0,5,1,0,0,0,40,1.0
50,1.0,175029,11,11,1,1.0,1,1,1,0,0,40,1.0
27,1.0,149624,10,10,1,4.0,1,1,1,0,0,30,1.0
17,1.0,113301,7,7,2,9.0,3,1,1,0,0,12,3.0
19,2.0,47176,10,10,2,2.0,2,1,0,0,0,15,1.0
39,1.0,172538,9,9,1,1.0,1,1,1,0,0,50,1.0
50,3.0,186888,9,9,1,3.0,5,2,0,0,0,40,1.0
50,3.0,82783,14,14,1,1.0,1,1,1,0,0,45,1.0
35,4.0,248374,10,10,3,4.0,4,2,0,0,0,40,1.0
70,,162659,4,4,1,,1,1,1,0,0,8,1.0
35,1.0,99156,13,13,2,5.0,2,1,1,0,0,50,1.0
57,1.0,236944,9,9,1,7.0,1,2,1,0,0,40,1.0
24,1.0,118514,9,9,2,2.0,3,1,1,0,0,40,1.0
43,1.0,33310,9,9,3,4.0,2,1,0,0,0,40,1.0
30,6.0,443546,11,11,1,5.0,1,1,1,0,0,35,1.0
45,1.0,26781,9,9,1,1.0,1,4,1,0,0,8,1.0
61,1.0,95929,5,5,3,6.0,2,1,1,0,0,40,1.0
32,3.0,100135,9,9,3,4.0,4,1,0,0,0,40,1.0
17,1.0,231439,7,7,2,9.0,3,1,1,0,0,30,1.0
26,1.0,120268,9,9,1,6.0,1,1,1,0,0,50,1.0
55,1.0,105127,9,9,3,4.0,2,1,0,0,0,40,1.0
60,6.0,160062,9,9,1,11.0,1,1,1,0,0,25,1.0
51,1.0,128272,10,10,1,3.0,1,1,1,0,0,40,1.0
49,6.0,101722,15,15,1,1.0,1,1,1,0,0,60,1.0
51,3.0,155118,14,14,1,1.0,5,1,0,0,0,70,1.0
60,1.0,297261,10,10,5,5.0,2,1,0,0,0,15,1.0
57,1.0,262681,10,10,5,3.0,2,1,1,0,0,60,1.0
46,1.0,185870,13,13,1,5.0,1,1,1,0,1902,40,1.0
40,4.0,67874,14,14,1,1.0,1,1,1,0,0,58,1.0
18,1.0,130849,10,10,2,5.0,3,1,0,0,0,15,1.0
40,1.0,175642,13,13,2,1.0,2,1,0,0,0,60,1.0
39,1.0,49436,12,12,3,1.0,4,1,0,0,1380,40,1.0
23,1.0,127876,10,10,2,6.0,2,1,0,0,0,35,1.0
25,1.0,204536,9,9,2,2.0,2,1,1,0,0,35,1.0
58,1.0,185459,9,9,1,8.0,1,1,1,0,0,45,1.0
46,1.0,235646,9,9,1,2.0,1,1,1,0,0,40,1.0
40,1.0,193882,9,9,1,3.0,1,1,1,0,0,45,1.0
52,1.0,172962,10,10,1,2.0,1,1,1,0,0,40,1.0
35,1.0,203482,5,5,1,2.0,1,1,1,0,0,40,1.0
56,5.0,154537,10,10,3,10.0,4,1,0,0,0,50,1.0
58,1.0,244605,13,13,5,2.0,2,1,1,0,0,40,1.0
66,5.0,190324,9,9,1,10.0,1,2,1,0,0,18,1.0
53,1.0,251675,9,9,1,2.0,1,1,1,0,0,40,8.0
22,2.0,238917,9,9,2,9.0,2,1,1,0,0,40,1.0
32,1.0,37070,9,9,2,7.0,2,1,1,0,0,40,17.0
68,2.0,234859,10,10,1,6.0,1,1,1,0,0,30,1.0
70,3.0,111712,9,9,1,3.0,1,1,1,0,0,22,1.0
36,1.0,117073,9,9,2,2.0,3,1,1,0,0,40,1.0
32,4.0,513416,14,14,2,1.0,2,1,1,0,0,10,1.0
24,1.0,228649,9,9,2,8.0,3,1,1,0,0,40,1.0
24,1.0,201799,13,13,2,8.0,3,1,0,0,0,84,1.0
27,1.0,210313,9,9,2,9.0,6,1,1,0,0,28,18.0
35,1.0,335777,10,10,3,3.0,2,1,1,0,0,40,2.0
25,1.0,405281,10,10,2,2.0,2,1,1,0,0,40,1.0
24,1.0,60783,10,10,1,8.0,1,1,1,0,0,70,1.0
74,1.0,260669,6,6,3,6.0,2,1,0,0,0,1,1.0
55,1.0,234125,9,9,1,6.0,1,1,1,0,0,40,1.0
